state,medicaid_births,pct_medicaid_births,year,num_enrollment,pct_enrollment,num_under_19,pct_under_19,pct_19_64,pct_over_65,governor,senate,house,total_gov,democratic_pres_votes,republican_pres_votes,other_pres_votes,total_pres_votes
arkansas,"15,352",0.4355053757,2020,,,,,,,r,r,r,r,423932.0,760647.0,34490.0,4876276.0
california,"167,437",0.3984138353,2020,,,,,,,d,d,d,d,,,,
colorado,"22,086",0.3591569909,2020,,,,,,,d,d,d,d,,,,
connecticut,"12,263",0.3664973102,2020,,,,,,,d,d,d,d,,,,
delaware,"4,219",0.4059853734,2020,,,,,,,d,d,d,d,,,,
district of columbia,"4,013",0.4522199684,2020,,,,,,,,,,,,,,
florida,"97,732",0.466120732,2020,,,,,,,r,r,r,r,,,,
georgia,"57,730",0.4713691997,2020,,,,,,,r,r,r,r,2474507.0,2461837.0,62138.0,19993928.0
hawaii,"5,501",0.348495407,2020,,,,,,,d,d,d,d,,,,
idaho,"7,574",0.351739191,2020,,,,,,,r,r,r,r,,,,
illinois,"51,681",0.3877102432,2020,,,,,,,d,d,d,d,,,,
indiana,"30,231",0.3845400427,2020,,,,,,,r,r,r,r,,,,
iowa,"13,892",0.3846707648,2020,,,,,,,r,r,r,r,759061.0,902009.0,29801.0,3381742.0
kansas,"10,689",0.3109436816,2020,,,,,,,d,r,r,split,,,,
kentucky,"24,839",0.4807424325,2020,,,,,,,d,r,r,split,772285.0,1326418.0,36293.0,2134996.0
louisiana,"35,197",0.6139582752,2020,,,,,,,d,r,r,split,,,,
maine,"4,458",0.3863419707,2020,,,,,,,d,d,d,d,,,,
maryland,"26,939",0.3929602941,2020,,,,,,,r,d,d,split,1985023.0,976414.0,75594.0,15185155.0
massachusetts,"20,668",0.3111338592,2020,,,,,,,r,d,d,split,,,,
michigan,"41,101",0.3949209217,2020,,,,,,,d,r,r,split,,,,
minnesota,"20,489",0.3229513106,2020,,,,,,,d,r,d,split,,,,
mississippi,"21,303",0.6005412567,2020,,,,,,,r,r,r,r,,,,
missouri,"27,011",0.3898535036,2020,,,,,,,r,r,r,r,,,,
montana,"4,140",0.3836530442,2020,,,,,,,d,r,r,split,,,,
nebraska,"8,463",0.3484006422,2020,,,,,,,r,-,-,-,,,,
nevada,"14,950",0.4442397409,2020,,,,,,,d,d,d,d,,,,
new hampshire,"2,849",0.2416249682,2020,,,,,,,r,d,d,split,,,,
new jersey,"27,711",0.282898095,2020,,,,,,,d,d,d,d,,,,
new mexico,"11,908",0.5436698169,2020,,,,,,,d,d,d,d,,,,
new york,"96,111",0.4591187458,2020,,,,,,,d,d,d,d,,,,
north carolina,"47,634",0.4080699049,2020,,,,,,,d,r,r,split,2684292.0,2758773.0,81737.0,22099208.0
north dakota,"2,440",0.2425688438,2020,,,,,,,r,r,r,r,,,,
ohio,"53,209",0.4118630555,2020,,,,,,,r,r,r,r,,,,
oklahoma,"24,198",0.5081158264,2020,,,,,,,r,r,r,r,503890.0,1020280.0,36529.0,4682097.0
oregon,"16,991",0.4266951281,2020,,,,,,,d,d,d,d,,,,
pennsylvania,"43,963",0.336383739,2020,,,,,,,d,r,r,split,,,,
rhode island,"4,883",0.4834174834,2020,,,,,,,d,d,d,d,,,,
south carolina,"26,844",0.4819043516,2020,,,,,,,r,r,r,r,1091541.0,1385103.0,36685.0,15079974.0
south dakota,"3,183",0.290419708,2020,,,,,,,r,r,r,r,,,,
tennessee,"38,287",0.4865610187,2020,,,,,,,r,r,r,r,,,,
texas,"183,057",0.4971808034,2020,,,,,,,r,r,r,r,,,,
utah,"10,046",0.2198153254,2020,,,,,,,r,r,r,r,289906.0,230174.0,26501.0,4486062.0
vermont,"2,048",0.3989869472,2020,,,,,,,r,d,d,split,,,,
virginia,"30,086",0.3175336943,2020,,,,,,,d,d,d,d,2413568.0,1962430.0,86602.0,13386199.0
washington,"30,379",0.3656331993,2020,,,,,,,d,d,d,d,,,,
west virginia,"8,301",0.4791895168,2020,,,,,,,r,r,r,r,,,,
wisconsin,"21,628",0.3569330297,2020,,,,,,,d,r,r,split,,,,
wyoming,"1,831",0.2987924282,2020,,,,,,,r,r,r,r,,,,
alabama,"27,785",0.4786061253,2021,,,,,,,r,r,r,r,,,,
alaska,"3,565",0.380591438,2021,,,,,,,r,r,s,split,,,,
arizona,"36,256",0.4653216284,2021,,,,,,,r,r,r,r,,,,
arkansas,"14,375",0.3996941471,2021,,,,,,,r,r,r,r,,,,
california,"166,048",0.3947808886,2021,,,,,,,d,d,d,d,,,,
colorado,"22,334",0.3547951516,2021,,,,,,,d,d,d,d,,,,
connecticut,"12,930",0.362489487,2021,,,,,,,d,d,d,d,,,,
delaware,"3,873",0.3694905552,2021,,,,,,,d,d,d,d,,,,
district of columbia,"3,697",0.4269053118,2021,,,,,,,,,,,,,,
florida,"98,175",0.4539674466,2021,,,,,,,r,r,r,r,,,,
georgia,"57,113",0.4603177162,2021,,,,,,,r,r,r,r,,,,
hawaii,"5,416",0.3467349552,2021,,,,,,,d,d,d,d,,,,
idaho,"7,447",0.3320551121,2021,,,,,,,r,r,r,r,,,,
illinois,"49,868",0.3772477286,2021,,,,,,,d,d,d,d,,,,
indiana,"31,892",0.3989192705,2021,,,,,,,r,r,r,r,,,,
iowa,"13,918",0.3778471562,2021,,,,,,,r,r,r,r,,,,
kansas,"10,509",0.3028093935,2021,,,,,,,d,r,r,split,,,,
kentucky,"23,430",0.4487302256,2021,,,,,,,d,r,r,split,,,,
louisiana,"34,926",0.6080749343,2021,,,,,,,d,r,r,split,,,,
maine,"4,569",0.3805597201,2021,,,,,,,d,d,d,d,,,,
maryland,"26,000",0.3807571209,2021,,,,,,,r,d,d,split,,,,
massachusetts,"20,224",0.2925206474,2021,,,,,,,r,d,d,split,,,,
michigan,"39,585",0.3770718232,2021,,,,,,,d,r,r,split,,,,
minnesota,"20,462",0.3176096236,2021,,,,,,,d,r,d,split,,,,
mississippi,"20,721",0.5894015246,2021,,,,,,,r,r,r,r,,,,
missouri,"26,621",0.383295178,2021,,,,,,,r,r,r,r,,,,
montana,"4,200",0.3739649185,2021,,,,,,,r,r,r,r,,,,
nebraska,"8,506",0.3456459019,2021,,,,,,,r,-,-,-,,,,
nevada,"14,908",0.4425577391,2021,,,,,,,d,d,d,d,,,,
new hampshire,"2,890",0.2289108911,2021,,,,,,,r,r,r,r,,,,
new jersey,"29,575",0.2913879228,2021,,,,,,,d,d,d,d,,,,
new mexico,"11,504",0.5377962695,2021,,,,,,,d,d,d,d,,,,
new york,"95,959",0.4553387554,2021,,,,,,,d,d,d,d,,,,
north carolina,"46,852",0.3889230156,2021,,,,,,,d,r,r,split,,,,
north dakota,"2,330",0.2304193038,2021,,,,,,,r,r,r,r,,,,
ohio,"51,657",0.3980014023,2021,,,,,,,r,r,r,r,,,,
oklahoma,"24,701",0.510245817,2021,,,,,,,r,r,r,r,,,,
oregon,"17,303",0.4229114728,2021,,,,,,,d,d,d,d,,,,
pennsylvania,"43,678",0.3293420398,2021,,,,,,,d,r,r,split,,,,
rhode island,"4,631",0.4425649847,2021,,,,,,,d,d,d,d,,,,
south carolina,"26,842",0.4693888257,2021,,,,,,,r,r,r,r,,,,
south dakota,"3,193",0.2808514381,2021,,,,,,,r,r,r,r,,,,
tennessee,"37,328",0.4567960155,2021,,,,,,,r,r,r,r,,,,
texas,"180,705",0.4836935283,2021,,,,,,,r,r,r,r,,,,
utah,"9,870",0.2112947423,2021,,,,,,,r,r,r,r,,,,
vermont,"2,022",0.3755572065,2021,,,,,,,r,d,d,split,,,,
virginia,"30,115",0.3142708062,2021,,,,,,,d,d,d,d,,,,
washington,"27,992",0.3335915434,2021,,,,,,,d,d,d,d,,,,
west virginia,"8,212",0.4774973834,2021,,,,,,,r,r,r,r,,,,
wisconsin,"21,527",0.348440459,2021,,,,,,,d,r,r,split,,,,
wyoming,"1,846",0.2959756293,2021,,,,,,,r,r,r,r,,,,
alabama,26210.0,0.450739,2022,,,,,,,r,r,r,r,,,,
alaska,3569.0,0.381344,2022,,,,,,,r,r,s,split,,,,
arizona,36153.0,0.460272,2022,,,,,,,r,r,r,r,,,,
arkansas,13793.0,0.388853,2022,,,,,,,r,r,r,r,,,,
california,168963.0,0.403153,2022,,,,,,,d,d,d,d,,,,
colorado,22227.0,0.356299,2022,,,,,,,d,d,d,d,,,,
connecticut,13425.0,0.379967,2022,,,,,,,d,d,d,d,,,,
delaware,4533.0,0.419101,2022,,,,,,,d,d,d,d,,,,
district of columbia,3624.0,0.448793,2022,,,,,,,,,,,,,,
florida,97798.0,0.435756,2022,,,,,,,r,r,r,r,,,,
georgia,57915.0,0.459169,2022,,,,,,,r,r,r,r,,,,
hawaii,5181.0,0.333505,2022,,,,,,,d,d,d,d,,,,
idaho,7099.0,0.317047,2022,,,,,,,r,r,r,r,,,,
illinois,49758.0,0.387674,2022,,,,,,,d,d,d,d,,,,
indiana,32758.0,0.411279,2022,,,,,,,r,r,r,r,,,,
iowa,14141.0,0.387361,2022,,,,,,,r,r,r,r,,,,
kansas,10789.0,0.313625,2022,,,,,,,d,r,r,split,,,,
kentucky,23672.0,0.45249,2022,,,,,,,d,r,r,split,,,,
louisiana,34642.0,0.613361,2022,,,,,,,d,r,r,split,,,,
maine,4462.0,0.368974,2022,,,,,,,d,d,d,d,,,,
maryland,27584.0,0.401035,2022,,,,,,,r,d,d,split,,,,
massachusetts,21318.0,0.310831,2022,,,,,,,r,d,d,split,,,,
michigan,38716.0,0.378378,2022,,,,,,,d,r,r,split,,,,
minnesota,21080.0,0.329298,2022,,,,,,,d,r,d,split,,,,
mississippi,19866.0,0.57292,2022,,,,,,,r,r,r,r,,,,
missouri,26658.0,0.386432,2022,,,,,,,r,r,r,r,,,,
montana,4045.0,0.362228,2022,,,,,,,r,r,r,r,,,,
nebraska,8766.0,0.360074,2022,,,,,,,r,-,-,-,,,,
nevada,14167.0,0.426807,2022,,,,,,,d,d,d,d,,,,
new hampshire,2607.0,0.215865,2022,,,,,,,r,r,r,r,,,,
new jersey,31012.0,0.3014,2022,,,,,,,d,d,d,d,,,,
new mexico,11893.0,0.550245,2022,,,,,,,d,d,d,d,,,,
new york,98396.0,0.473572,2022,,,,,,,d,d,d,d,,,,
north carolina,46609.0,0.383418,2022,,,,,,,d,r,r,split,,,,
north dakota,2102.0,0.219714,2022,,,,,,,r,r,r,r,,,,
ohio,50690.0,0.395302,2022,,,,,,,r,r,r,r,,,,
oklahoma,24580.0,0.508566,2022,,,,,,,r,r,r,r,,,,
oregon,17209.0,0.435748,2022,,,,,,,d,d,d,d,,,,
pennsylvania,44317.0,0.34024,2022,,,,,,,d,r,r,split,,,,
rhode island,4177.0,0.406758,2022,,,,,,,d,d,d,d,,,,
south carolina,27434.0,0.474473,2022,,,,,,,r,r,r,r,,,,
south dakota,3070.0,0.274083,2022,,,,,,,r,r,r,r,,,,
tennessee,36335.0,0.441682,2022,,,,,,,r,r,r,r,,,,
texas,188585.0,0.483873,2022,,,,,,,r,r,r,r,,,,
utah,7918.0,0.173003,2022,,,,,,,r,r,r,r,,,,
vermont,2021.0,0.380173,2022,,,,,,,r,d,d,split,,,,
virginia,32139.0,0.336077,2022,,,,,,,r,d,r,split,,,,
washington,27854.0,0.334249,2022,,,,,,,d,d,d,d,,,,
west virginia,8056.0,0.47587,2022,,,,,,,r,r,r,r,,,,
wisconsin,20449.0,0.340539,2022,,,,,,,d,r,r,split,,,,
wyoming,1787.0,0.295421,2022,,,,,,,r,r,r,r,,,,
alabama,"25,825",0.4464,2023,,,,,,,r,r,r,r,,,,
alaska,"3,230",0.3583,2023,,,,,,,r,s,s,split,,,,
arizona,"36,272",0.4645,2023,,,,,,,d,r,r,split,,,,
arkansas,"14,450",0.4098,2023,,,,,,,r,r,r,r,,,,
california,"161,965",0.4048,2023,,,,,,,d,d,d,d,,,,
colorado,"22,027",0.3582,2023,,,,,,,d,d,d,d,,,,
connecticut,"14,155",0.4096,2023,,,,,,,d,d,d,d,,,,
delaware,"4,498",0.4314,2023,,,,,,,d,d,d,d,,,,
district of columbia,"3,611",0.4573,2023,,,,,,,,,,,,,,
florida,"93,001",0.42,2023,,,,,,,r,r,r,r,,,,
georgia,"56,224",0.4494,2023,,,,,,,r,r,r,r,,,,
hawaii,"5,085",0.3434,2023,,,,,,,d,d,d,d,,,,
idaho,"6,899",0.308,2023,,,,,,,r,r,r,r,,,,
illinois,"49,327",0.3952,2023,,,,,,,d,d,d,d,,,,
indiana,"32,292",0.4088,2023,,,,,,,r,r,r,r,,,,
iowa,"13,685",0.3796,2023,,,,,,,r,r,r,r,,,,
kansas,"10,659",0.3129,2023,,,,,,,d,r,r,split,,,,
kentucky,"23,029",0.443,2023,,,,,,,d,r,r,split,,,,
louisiana,"34,871",0.635,2023,,,,,,,d,r,r,split,,,,
maine,"4,481",0.3854,2023,,,,,,,d,d,d,d,,,,
maryland,"27,290",0.416,2023,,,,,,,d,d,d,d,,,,
massachusetts,"21,209",0.3161,2023,,,,,,,d,d,d,d,,,,
michigan,"36,841",0.3717,2023,,,,,,,d,d,d,d,,,,
minnesota,"21,210",0.3437,2023,,,,,,,d,d,d,d,,,,
mississippi,"19,493",0.5657,2023,,,,,,,r,r,r,r,,,,
missouri,"26,991",0.4021,2023,,,,,,,r,r,r,r,,,,
montana,"3,853",0.3481,2023,,,,,,,r,r,r,r,,,,
nebraska,"9,092",0.3771,2023,,,,,,,r,-,-,-,,,,
nevada,"13,206",0.4154,2023,,,,,,,r,d,d,split,,,,
new hampshire,"2,462",0.2063,2023,,,,,,,r,r,r,r,,,,
new jersey,"31,309",0.31,2023,,,,,,,d,d,d,d,,,,
new mexico,"11,574",0.5524,2023,,,,,,,d,d,d,d,,,,
new york,"98,769",0.4851,2023,,,,,,,d,d,d,d,,,,
north carolina,"44,873",0.3737,2023,,,,,,,d,r,r,split,,,,
north dakota,"2,214",0.2295,2023,,,,,,,r,r,r,r,,,,
ohio,"49,073",0.3867,2023,,,,,,,r,r,r,r,,,,
oklahoma,"25,139",0.5247,2023,,,,,,,r,r,r,r,,,,
oregon,"17,038",0.4449,2023,,,,,,,d,d,d,d,,,,
pennsylvania,"44,722",0.3523,2023,,,,,,,d,r,d,split,,,,
rhode island,"4,249",0.4334,2023,,,,,,,d,d,d,d,,,,
south carolina,"26,440",0.458,2023,,,,,,,r,r,r,r,,,,
south dakota,"2,919",0.2606,2023,,,,,,,r,r,r,r,,,,
tennessee,"37,939",0.457,2023,,,,,,,r,r,r,r,,,,
texas,"185,348",0.4778,2023,,,,,,,r,r,r,r,,,,
utah,"8,089",0.1797,2023,,,,,,,r,r,r,r,,,,
vermont,"1,857",0.3666,2023,,,,,,,r,d,d,split,,,,
virginia,"32,656",0.3525,2023,,,,,,,r,d,r,split,,,,
washington,"28,297",0.3496,2023,,,,,,,d,d,d,d,,,,
west virginia,"7,681",0.4625,2023,,,,,,,r,r,r,r,,,,
wisconsin,"20,619",0.3451,2023,,,,,,,d,r,r,split,,,,
wyoming,"1,744",0.2912,2023,,,,,,,r,r,r,r,,,,
alabama,,,2024,952073.0,0.1896,676170.0,0.5224,0.3519,0.1257,r,r,r,r,772412.0,1462616.0,1574886.0,2265090.0
alaska,,,2024,250131.0,0.3562,98400.0,0.4325,0.4625,0.105,r,s,s,split,,,,
arizona,,,2024,1963200.0,0.2681,833327.0,0.4078,0.4682,0.124,d,r,r,split,1582860.0,1770242.0,3213344.0,3400726.0
arkansas,,,2024,821017.0,0.2725,420469.0,0.4615,0.4478,0.0907,r,r,r,r,396905.0,759241.0,820340.0,1182676.0
california,,,2024,13431928.0,0.3489,5001451.0,0.37,0.5064,0.1236,d,d,d,d,9273813.0,6079570.0,19052085.0,15857842.0
colorado,,,2024,1185011.0,0.2051,525429.0,0.4066,0.4921,0.1014,d,d,d,d,1728159.0,1377441.0,3541591.0,3190873.0
connecticut,,,2024,932771.0,0.261,368238.0,0.3563,0.5003,0.1434,d,d,d,d,990946.0,736110.0,2011906.0,1757070.0
delaware,,,2024,250651.0,0.2463,110990.0,0.409,0.4851,0.1059,d,d,d,d,289758.0,214351.0,588319.0,512912.0
district of columbia,,,2024,,,,,,,,,,,294185.0,21076.0,598978.0,325869.0
florida,,,2024,3765231.0,0.169,2424906.0,0.4619,0.3598,0.1783,r,r,r,r,4683038.0,6110125.0,9508378.0,10935465.0
georgia,,,2024,1978819.0,0.1827,1408144.0,0.5448,0.33,0.1252,r,r,r,r,2548017.0,2663117.0,5151303.0,5266403.0
hawai'i,,,2024,402818.0,0.2923,152855.0,0.3838,0.4857,0.1304,,,,,,,,
hawaii,,,2024,,,,,,,d,d,d,d,313044.0,193661.0,636084.0,516701.0
idaho,,,2024,314819.0,0.1624,156308.0,0.4747,0.4418,0.0835,r,r,r,r,274972.0,605246.0,574776.0,905050.0
illinois,,,2024,3243413.0,0.262,1437216.0,0.4206,0.4726,0.1068,d,d,d,d,3062863.0,2449079.0,6254097.0,5640313.0
indiana,,,2024,1804429.0,0.2668,837132.0,0.4378,0.4712,0.091,r,r,r,r,1163603.0,1720347.0,2387465.0,2944209.0
iowa,,,2024,674985.0,0.2135,338217.0,0.4482,0.4617,0.0901,r,r,r,r,707278.0,927019.0,1443765.0,1663506.0
kansas,,,2024,411381.0,0.143,280735.0,0.5408,0.3502,0.109,d,r,r,split,531989.0,741464.0,1094695.0,1304170.0
kentucky,,,2024,1385144.0,0.3118,628039.0,0.4,0.5102,0.0898,d,r,r,split,700921.0,1336230.0,1434770.0,2070079.0
louisiana,,,2024,1511871.0,0.3376,711087.0,0.4205,0.483,0.0965,r,r,r,r,766870.0,1208505.0,1565340.0,2006975.0
maine,,,2024,350738.0,0.2545,139442.0,0.3203,0.5176,0.1621,d,d,d,d,430041.0,376851.0,877610.0,824420.0
maryland,,,2024,1525201.0,0.2506,692463.0,0.406,0.4792,0.1148,d,d,d,d,1704901.0,1007006.0,3502237.0,2804342.0
massachusetts,,,2024,1658082.0,0.2391,712948.0,0.3112,0.5463,0.1426,d,d,d,d,2126545.0,1251308.0,4348890.0,3473653.0
michigan,,,2024,2364114.0,0.238,924548.0,0.3694,0.5232,0.1074,d,d,d,d,2736533.0,2816636.0,5594349.0,5674452.0
minnesota,,,2024,1167743.0,0.2057,590602.0,0.4167,0.4995,0.0839,d,d,d,d,1656979.0,1519032.0,3391867.0,3253920.0
mississippi,,,2024,602825.0,0.2097,398975.0,0.5134,0.3462,0.1404,r,r,r,r,465357.0,746305.0,945563.0,1226511.0
missouri,,,2024,1269477.0,0.2083,612355.0,0.4904,0.4168,0.0929,r,r,r,r,1097007.0,1719797.0,2240977.0,2863767.0
montana,,,2024,218858.0,0.1962,94588.0,0.4129,0.4966,0.0905,r,r,r,r,231906.0,352079.0,482790.0,602963.0
nebraska,,,2024,341081.0,0.1748,175580.0,0.4903,0.4082,0.1016,r,-,-,-,369995.0,564816.0,757361.0,952182.0
nevada,,,2024,760981.0,0.2413,328136.0,0.4271,0.4677,0.1052,r,d,d,split,691822.0,734332.0,1411262.0,1453772.0
new hampshire,,,2024,183563.0,0.1324,89195.0,0.4327,0.4595,0.1078,r,r,r,r,418496.0,395531.0,849170.0,826205.0
new jersey,,,2024,1753610.0,0.1905,797934.0,0.4151,0.4643,0.1206,d,d,d,d,2218076.0,1966571.0,4534771.0,4283266.0
new mexico,,,2024,764407.0,0.3681,340714.0,0.4074,0.4865,0.1061,d,d,d,d,478802.0,423391.0,978773.0,923362.0
new york,,,2024,6652419.0,0.3434,2461497.0,0.3335,0.5231,0.1434,d,d,d,d,4388298.0,3468060.0,8879603.0,7959365.0
north carolina,,,2024,2776584.0,0.2614,1413500.0,0.502,0.3814,0.1166,d,r,r,split,2715380.0,2898428.0,5516104.0,5699152.0
north dakota,,,2024,104911.0,0.1374,51397.0,0.438,0.4479,0.1141,r,r,r,r,112327.0,246505.0,233977.0,368155.0
ohio,,,2024,2875313.0,0.2475,1213349.0,0.4129,0.4945,0.0926,r,r,r,r,2533699.0,3180116.0,5148699.0,5795116.0
oklahoma,,,2024,988293.0,0.2491,520592.0,0.5229,0.4013,0.0758,r,r,r,r,499599.0,1036213.0,1029559.0,1566173.0
oregon,,,2024,1300251.0,0.3101,479723.0,0.3557,0.5236,0.1207,d,d,d,d,1240600.0,919480.0,2565610.0,2244490.0
pennsylvania,,,2024,3106529.0,0.2431,1453291.0,0.398,0.4792,0.1227,d,r,d,split,3422944.0,3543243.0,6936055.0,7056354.0
rhode island,,,2024,306344.0,0.2837,123288.0,0.334,0.5288,0.1372,d,d,d,d,283750.0,214291.0,581275.0,511816.0
south carolina,,,2024,1037498.0,0.1966,635404.0,0.5011,0.3802,0.1187,r,r,r,r,1028452.0,1483747.0,2092845.0,2548140.0
south dakota,,,2024,142007.0,0.1577,82034.0,0.5084,0.3288,0.1627,r,r,r,r,146859.0,272081.0,303700.0,428922.0
tennessee,,,2024,1436211.0,0.2042,843367.0,0.4946,0.3928,0.1127,r,r,r,r,1056265.0,1966865.0,2153342.0,3063942.0
texas,,,2024,4178724.0,0.1392,3189385.0,0.5923,0.2949,0.1128,r,r,r,r,4835250.0,6393597.0,9847832.0,11406179.0
utah,,,2024,339379.0,0.1001,176109.0,0.4592,0.4321,0.1087,r,r,r,r,562566.0,883818.0,1192146.0,1513398.0
vermont,,,2024,157471.0,0.2453,58923.0,0.335,0.534,0.1309,r,d,d,split,235791.0,119395.0,485818.0,369422.0
virginia,,,2024,1809526.0,0.2132,860757.0,0.4278,0.4803,0.0919,r,d,d,split,1604022.0,1632426.0,3279839.0,3308243.0
washington,,,2024,1837170.0,0.2388,840117.0,0.4251,0.4742,0.1007,d,d,d,d,2245849.0,1530923.0,4639171.0,3924245.0
west virginia,,,2024,510971.0,0.2943,206368.0,0.3726,0.5172,0.1102,r,r,r,r,214309.0,533556.0,444432.0,763679.0
wisconsin,,,2024,1189424.0,0.2033,562898.0,0.4119,0.4658,0.1223,d,r,r,split,1668229.0,1697626.0,3393521.0,3422918.0
wyoming,,,2024,63292.0,0.1103,42824.0,0.5737,0.3155,0.1108,r,r,r,r,69527.0,192633.0,145942.0,269048.0
alabama,,,2025,,,,,,,r,r,r,r,,,,
alaska,,,2025,,,,,,,r,s,s,split,,,,
arizona,,,2025,,,,,,,d,r,r,split,,,,
arkansas,,,2025,,,,,,,r,r,r,r,,,,
california,,,2025,,,,,,,d,d,d,d,,,,
colorado,,,2025,,,,,,,d,d,d,d,,,,
connecticut,,,2025,,,,,,,d,d,d,d,,,,
delaware,,,2025,,,,,,,d,d,d,d,,,,
florida,,,2025,,,,,,,r,r,r,r,,,,
georgia,,,2025,,,,,,,r,r,r,r,,,,
hawaii,,,2025,,,,,,,d,d,d,d,,,,
idaho,,,2025,,,,,,,r,r,r,r,,,,
illinois,,,2025,,,,,,,d,d,d,d,,,,
indiana,,,2025,,,,,,,r,r,r,r,,,,
iowa,,,2025,,,,,,,r,r,r,r,,,,
kansas,,,2025,,,,,,,d,r,r,split,,,,
kentucky,,,2025,,,,,,,d,r,r,split,,,,
louisiana,,,2025,,,,,,,r,r,r,r,,,,
maine,,,2025,,,,,,,d,d,d,d,,,,
maryland,,,2025,,,,,,,d,d,d,d,,,,
michigan,,,2025,,,,,,,d,d,r,split,,,,
mississippi,,,2025,,,,,,,r,r,r,r,,,,
missouri,,,2025,,,,,,,r,r,r,r,,,,
montana,,,2025,,,,,,,r,r,r,r,,,,
nebraska,,,2025,,,,,,,r,-,-,-,,,,
nevada,,,2025,,,,,,,r,d,d,split,,,,
new hampshire,,,2025,,,,,,,r,r,r,r,,,,
new jersey,,,2025,,,,,,,d,d,d,d,,,,
new mexico,,,2025,,,,,,,d,d,d,d,,,,
new york,,,2025,,,,,,,d,d,d,d,,,,
north carolina,,,2025,,,,,,,d,r,r,split,,,,
north dakota,,,2025,,,,,,,r,r,r,r,,,,
oregon,,,2025,,,,,,,d,d,d,d,,,,
pennsylvania,,,2025,,,,,,,d,r,_,,,,,
rhode island,,,2025,,,,,,,d,d,d,d,,,,
south carolina,,,2025,,,,,,,r,r,r,r,,,,
south dakota,,,2025,,,,,,,r,r,r,r,,,,
tennessee,,,2025,,,,,,,r,r,r,r,,,,
texas,,,2025,,,,,,,r,r,r,r,,,,
virginia,,,2025,,,,,,,r,d,d,split,,,,
wisconsin,,,2025,,,,,,,d,r,r,split,,,,
